Sentiments,Positive
arsal ko goli lg gai,0
aur woh shery bhag gaya aim time peye thi lamby planing,0
oyee irfan drama dek raha h woh bhi rat ko bje ladkiyon ko dekne de dramas ye unka kam hai tera nhii,0
bhai ye drama buhat acha haighr mai ek episode chal rahi thi dekha tha maza deny laga isliye ab dekhta hon,1
yaar end me to kl arsal ki saans rukii rhii or aaj merii bs allah mian plzz jiya bdtameez ko b muhabbat ho jae arsal se and that was to funny jb shehry gaari se bhaag gyaa or kanza manhoos maari pe muje bht ghussa h jiya ki pics pharne pe,0
kaml ka ha yeb,1
kuch nhi hoga arsal ko,1
ye geya bhe bas allah mfi,0
bth achi episode thi aj ki,1
kia hai apko har jaga ajatay hain,0
very nice episode bht mza aya dekhna m,1
jitna dykhu km hy,1
kya mint ki drame ke liye clock wait karwate ho ap log jaldi upload karen naacha drama hai toh upload karne mai ladkiyon jese nakhere kyn,0
goli kis ko lag gai,0
goli kis ko lagi hai,0
yaaarrr ap intezaar nhi ho raha arsaallll,0
hey chaperay pari h bra dukh huwa kasmay,0
bichary ko chaperein paren,0
yar arsal ko zyada pyar dekhaya hai jiya ke sath in episode mai aur woh jiya abhi bhi shery ke sath haphele kinza irritate karti thi ab shery karta haiarsal ki acting star hai,1
aby ye larkiyoo walii hobby tujh mein kaha sy agaii drama dekhny wali,0
bhai time pass k liye acha drama hai rozay k bad,1
koi urwa ko dekhao farhan ki harkat,0
haha arsal ne kese pakra tha ajiya dar gai thi,0
arsal samajhdari se chalraha hai jia bawli h,0
oye zalima mar he dahllahh es scene ne,0
bht soft bolta h,1
nai mujy sy halt roti b nai khai jati parathaaa no no,0
jisko mhbt hoti hei wo khjd yaad b rkh leta hei,1
phir me b apki bhool jain yaad rakh k kya krna,0
haan g zehan nasheen ab yad dashtt khtm ho tou jan chutty,0
social media kay jahilo say pnha mango bus,0
hahaha dfa hoja,0
chal nikl tere bachon ko prhane k liye hi may reh gae kiya,0
currupt nikale hue bhage hue or lote bane politicians k saat naya pakistan nahin bun sakta agar imran khan ko khud par or apni party mashoor par trust hai to bilkul naye faces samne layen aap logon ko sirf galian hi deni aati hai galian dene se or curupt politicians ka tola jama kar k naya pakistan nahin bun sakta,0
ye b imran khan ka gunda hai,0
mian irfan riaz wo b sub ko pata hai k kis ny kill kiya ok,0
or ye itna shrif banta iski mother pop m hai apny ghr ko change kry,0
saddaf ahsan ap log aik tu kisi ki personal life per bari juldy attacks kerna shuru ker detayap log biryani kay packet ma khush ho,0
kabhi ap kisi ki yahodi agen kehtay ho kabi kisi ko shadia kernay per laan taan kertay ho or jo begair shadio kay wazarto ka faida uthatay huway ayashya kertay hain wo patwario ma halal ha afsoos,0
ha ha waisy to aap jaisy log pmln k supporters neh hoty jin jahilo ko ya b nhe pata hota k ya fake email han hamza abbasi ka koi account nhe,0
jaisy ap yuthiyo ny kbhi ni manna,0
imran khan ki b najaiz olad hai ap bhol rahy hai afsoos,0
gussa kis bt p such such hota hai,0
saddaf ahsan ap uss ki midwife thi jo ap ko pata ha,0
mian irfan riaz agr thi to imran p pabandi q hai us country m jany ki,0
saddaf ahsan gusa ap ki soch per ha,0
yahan soch hai kis ki sahi ap mjy ye btain,0
rehaam khan ek bohat bury churail hy,0
gnde oorat ha khud ko nnga kr rhi ha,0
i thought pakistani e pit rhe nawaz milne per ye to next level ha,0
koi achi newa ha he nh yahn sab ka zameer mar gaya ha ab lgt ha log hum ko insan ki jaga janwr bolngy koi kam asa nh ha hamara jo hamry nabi ky mutabik ho,0
yeh tu aik video samne aye h pta ni kia kia zulam krta rha hoga yeh jis saza s sab s zda taklef or azeat ho wo saza dy aise,0
lanat hai is p,0
mar mar k na is ko words bh ne mil rhy mujy,0
kuttay mar ja hram khor mar de isay to,0
allah hamain aur khushian ata farmain ameen firna shar phalane wale say allah hamain bachayay ameen,1
mtlb aik lipstickinner me gndi soch sy rozy m baz rho,1
bsss chupp,0
chor bhaee tu,0
ajeeb hi lg rahay tu bhi laga le aesi lipstick,0
bs ab isi ki kami thi,0
allah ki marzi hai beshak wohi ata karne wala hai insaan tou sirf zariya haidyne wali zaat sirf allah ki hai,1
hahahaha larai chl rhi h ronak tu hogi na,0
mr abrar awan ko bari fikar hai why,0
apko sawal nahi laga to ap jawab na de bhai,0
ppp walo ne halat ki hai iski ye kal rat wale halat me,0
ohhhhh acha kiya h fr to,1
bhai ki bati gul hogae aj,0
ab ye chiraagh bohat arsey tak nahi jalega,0
allah us ko ajar day,1
hmare time yeh high court wale kahan marr gae thy,0
allied school ph wale kehte han k court k order se hmara koi taaluq nhi h,0
bus dua kiya kro iss awam ko aqal attaa kray allah,1
rhne walo ka b haq hota he g,1
aby zainda hai tu ya mar gya wayki d,0
sheeshe jitna kad to kr lo,0
peshawar zalmi jeete ga inshaallah,1
anokhi jeetay gi p,1
tangen kamp rai thi sardi mein,0
lo g admin hum se puch rahin ye to aap sab ko bataen pata karke,0
bhai page admin hoky update nae rahety had hogae ab yh bi awam btae to admin hny ka faida,0
agr houta to abhi tk phaat chuka houta ab post dlt krdo,0
isme mere ilawa bhi koi member hy k nai,0
hain tu bhtt per najany kahan agwa hogaye mention ur friends,0
muslim bus waloon ka kahna hy k hum awam ki saloon sy khidmat kr rhy hain or hm he krty rhain gy pury karachi ka safar krwati hy muslim coach from last years un ka ye bhi kahna tha k awam aitamaad aj bhi muslim coach k sth brkarar hy or in green bus k hawaly sy in ki rai hy k ye barsaaati mendak hain aj hain kal ni mgr hm muslim coach waly is basti gulshan e hadeed ki pehchaaan hain,0
sb paisay letay h khidmat kaisi,0
dono bekar hai,0
ek zehrili ek anokhi or kon kon reh gaya,0
rak khan maza aata hai,1
nonsense trailerab pemra kaha haindian movies p ban tu laga dia but apni movie stuff ko un jese third class category mlshame,0
sharam se doob kr mr jao jahil producer and actresses and actors khuda hadayat de gandy rd class people,0
magar problem ye hai kay internet pay milte he nahi,0
sub acha hy lakin iss behaae aur beghairty ka mtlub dance bar girl seducing hus bf wearing a cheap night wareah disappoinment,0
actually the script is very cheap is script py pesa zaya krny se acha tha ghareebon me baant dety,0
mazak chal raha hy kia,0
yeah but hum he han jo in ko ye bt remind krwaen gy in ki films ko dislike kr k,0
faheem ahmad no nh dekhti hun bilkol bhi nh hum pakistani bhi koi movie nh dekhi h,0
shabi jatoi excuse me dp se kcuh nh hota h hum bhi bhr orn huvy hn but humein pta h k we r muslims so hum apny sa kam krty hn ok or koi films nh dekhty h na he mn ekoi indian dekhi h no dramas nd no pakitani film understand apperance pe nh jana chahiye ok,0
pakistani culture toh nahe indian culture he follow kia hoa hy eid pe kyun release krni phr,0
th countery mein ke type ke movie lag rae hn ya tu background musicedation and acting eak dam bakwas,0
hahaha pta nhi ye pakistani actors kb sekhygy quality acting,0
film ka kyun naam badam karahai hu,0
look like copy of indian film housefull all parts real me b dresses ab inhon wahiyat kr lye hn ye to phir film ha,0
movies m apna culture promote kro behiyaee nahi such a stupid director and producer,0
i am pakistani lekin jo bat sach ha us sy agree kro indian movies sy seekho background music dialogues deliver krna pakistani movies bore krti hain over acting dialogue deliver krnay ki sens nhi background music pta ni kb thk kro gy,0
trailer he bkwas ha,0
baqwas movie copy ki howi ha,0
fazul movie lag re trailer sa,0
housefull ki copy bhai content tau acha lao,0
fehmeed ashur agr apne han bulana hu tu yeh pori madad kar sakte bhai,1
allah pakin ka saya humpy salamat rkhay or hmay inky bayan sy mustafeed or apni zindagi ko us k mutabiq guzarny ki tofeeq dayameen,1
masha allah jb bolty hyn to phool jharty hon jese masha allah dor e hazir k wali hynallah khush rkhy or humy in k zarye ese hi quran ki taleem milti rahy ameenjazakumullahoo kheran,1
mashaallah hamesha salamat raho mustafai sb allah pak apka sayia hamary siroo pah hamesha qaim o daim farmyeeameen,1
beshak inki baatoon main asar ha jo b sunta ha aahkoon m aanso aa jatey hainallah pak inko ajr e azeem ata farmaye or hamesha salamat rehkey ameen,1
allah pak aapko hamesha salamat rakhe allah pak aapko zindagi tandurusti ataa farmaye allah pak aapko hifza mann mein rakhe ameen,1
allah paak aapka ka saaya ham par salamat rakhay,1
masha allah allah pak sehat aur lambi zindagi ata kre ameen suma ameen,1
ma sha allahallah pak sonay habib ke sadfkey both sari barketin atya farmaeinaameen,1
jab b tujhe dekha aalamenao dekha hemarhala tay na hua teri shanasai kateri qamat ki darazi ka gila he sbkowarna logon se tera shehr me jhagra kiya hesagemustafai,1
mera sb kch ap k lye qurban allah meray murshad ko seht ata farma in ka saya ta dair hamaray uper qaim rakhna ameen,1
ager allah pak ka wali iss dour ma dekhna ho to peer raza saqib co dakh lo ma sha allah,1
ye hammari khush nasebi ha k hum ko peer saab ki rahnumai mili allah paak peer saab ko darazi e umer bilkhair ata kry ameen,1
khobrorat andaz sedha dil men uterti hy bat allah pak inhrn ajar atta frmaen or hmen hidayat,1
allah pak in ki umar daraz kare r in ka mithe mithe alfaz hamare iman ko barhate rahen,1
allah pak har tarha ki nazar se bachay or allah taala aap k ilmm meummar mebarkat ata farmaye,1
atni methi zubaan or atna piyara or dil kash lehjaa k wah subhan allahallah pak sadaa salaamt rkhy,1
allah pak hmain b in jesa bn k deen ki khidmat krny ki tofeeq ata frmary or istiqamat ata frmaey or qibla ko tandrusti wali lambi umar ata frmaey,1
very great personality hn allah pak in ko sahat or tandurusti wali zindgi dy or ye aesy hi islam ki khidmat karty rahen,1
allah rehman ap ko noor eman sallamtiyoun rahoun per daraz zindagi k sath challi rakhay ek waldha dous ki guzaresh hea ameen,1
ma sha allahallah pak pirzada sb ko lambi aur sehat wali zindage ata kry ameen,1
allaha ka karm ham pr ka allaha ne hamien aisy alam ba amal ata farmyaur en k ilawa jitny balhamdulilha,1
koi aisa bnda hai jo peer sab k mukammal adress aur mulaqat kerwa saky me saal se mulaqaat k shoq me hoon lakin koi guide line nhi mil rahiits my contect plzz,1
allah pak ka mulk e pakistan k liay anmol tohfa allah en ko sehat e kamla dy,1
masha allah alama sab ko allah ise tara khedmatey islam ka silsala jari rakhny ki himet ata fermain,1
allah pak hazrat sb ko apni khas rehmat k saya main rakhy or lambi umar atta frmaeyaameen,1
meri dile khwas ha jnb saqib raza mustafai shb pak pak rasool pak ki zehrat ata ho ameen sum ameen,1
hazaroo saal nergis apni benoori pay rooti hybari moshkil sa hota hy chaman mai deeda ver peda,1
suna hay aik bayan ka leetay heen zara vlarification kar deen plz agar aisa nahi hay tu a jao zara khushboo lava kay hamaray muhallay bhi,0
spiritual healer great mentor no words love you,1
allah pak in ko lambi umer atta farmaye or in k ilm se hamy faizyaab farmata rahy ameen sum ameen ya rabbal alameen,1
allah pak inhay salamat rakhy aur inkay lehjay mai amal mai hamesha istiqamat sachai aur kashish rkhay ameen,1
mashanallah allah lambi zindagi dy en ko or sahet tandrusti dy ameen he is a great and true scholar,1
allah in ko mehfooz rakhe shaitan k her war se or haq pr qaim rakhe hamesha or in k kaam main mazeed barkat ata farmaye aamin,1
aik jumle mai lafzoo ka ihata krna bohat mushkil hai is azeem hasti k lye,1
aap k liy aik kia sary hi jumly hinallah in k ilm o amal min ezafa farmay,1
mashallah g allah pak unhy hamesha khush rakhy ur allah pak himat dy,1
masha allahallah rab ul izat in ka saya hamary seron pr hamesha salamat rakhy ameen,1
he has helped my knowledge of islam a great deal allah bless him always would love more free lectures uploaded on youtube,1
beshak inki baatoon main asar ha jo b sunta ha aahkoon m aanso aa jatey hainallah pak inko ajr e azeem ata farmaye or hamesha salamat rehkey ameen,1
allah pakin ka saya humpy salamat rkhay or hmay inky bayan sy mustafeed or apni zindagi ko us k mutabiq guzarny ki tofeeq dayameen,1
allah pak salamt rakhy,1
allah pak aap ka saya tadyr tamam mkhloqat pr qaim rky ameen,1
pakistan ko allah ne anmol hera ata kia hai ap ki sorat main,1
masha allahallah aur istiqamat de,1
allah salamti dy allama sab ko,1
allahen ka saya hamesha hamary sir per qaim oo daim rakhy,1
allah pak salmat rakhy ameen,1
allah aap kee hifazat karey aameen,1
allah hamesha salamat rakhy ameen,1
bohot achy bandy,1
mashlllha islam k hero,1
allah pak lambi umr aur seht atta farmay,1
mery peer di har dam kher howy,1
allah seht aur lmbe umar deameen,1
suchy ashiq e rasool,1
allah inhy or kamayibe ata kry,1
khuda apny habib k sadqy inka saya hamry saron py qaim rakhy,1
allah pak slamat rakhy ameen,1
sada salamat rhain or isi tara deen ki khidmat karty rahain ameen,1
subhanallah kamal hi kamal hai sohna bemisal hai,1
mashaallah bhtt e nafees insan hain orr sheeren lehjaa ha,1
allah labi zindagi de,1
masha allah allah pak lambi or sehat wali zindgi atta farmaye,1
dillo ko zindgi atta kr k sedhy rasty ki taraf bulany waly,1
allah kareem aap ko lambi omer atta farmaye ameen,1
mashallah in ko lambi or seht wali zindge day allah,1
allah pak saddiyon baad esa mujahid ata farmata ha,1
logun k dil badalny k lye inka eik jumla kafi hi,1
masha allahallah pak maolna sab ko lambi umar ata farmaeay ameen,1
mashallah allah pak in ko salamat rakhy ameen summa ameen,1
ap bemisal hain,1
allah pak hazrat ka saya hum par taa der qayim farmaye,1
allah pak esy or alam hummy ata kary,1
ap k liay meri jan b hazar h,1
allah kareem salamt rkhay inko ameen sum ameen inshaallah,1
allah pak qibla k ilam me izat me or umer me barkat farmaye,1
allah inki zindagee sehat wali karay,1
kon kry ga rehnumai saqib raza mustafai,1
raza saqib teri azmat ko salam,1
allah in jysy ulma karam ka saya hum pr qaim rakhy,1
allah pak inka siahmary saro py ta dar qaim farmay,1
allah ap ko lambi uamr da,1
allah inko or inki tehreek ko salamat rakheyameen,1
allah kareem hazrat ko salamat rakhe ameen,1
allah pak lambi umar dy,1
allah salamat rakay ap ko deen ki hidmat kartay howay ameen,1
allah apni hifzo iman me rakha,1
allah pak in ko lambi umar ata farmay,1
baa amalba asar dil pazeer,1
ham log peerzada sahib ki tareef k qabil b nahi shyad,1
allah kareem istaqamat dai hazrat ko,1
allah pak karoor ha rahmtain nazal fermay,1
meri to zindgi in py qurban,1
ap allah k wali hain,1
allah salamat rakhey hamesha,1
allah pak ap ko mazeed tableeg ki taqat de ameen,1
allah khush aabad rakhay,1
allah sada salamat rakhy,1
allah in ko islam k ghalib ho jany tak salamat rakhyameen,1
allah in ko lambi umr de ameen,1
allah talah zindgi r sehat dain ameen,1
allah salamat rakhy hameshan,1
allah in ko lambi zindagi dy,1
ye mere pir o murshid hy,1
allah ap ko salamat rakhaameen,1
tarif k ye muhtaj naiye jan hain hamari,1
terian tak ky adavaan my mureed ho gia,1
jnb k pun chumny ko boht betab hun,1
allah salamat rakhay,1
mashallah allah in ko hr kisi k nazar bad say bachaay ameen,1
allah hazrat ki umeer daraz kray,1
allah pak hazrat ko lambi umar de,1
allah inki umar daraz kry,1
peer ho to asa ho,1
allah inko hayate khizr ata farmaye,1
allah salamat rakhe,1
allah pk apna khas karam kry in par,1
main in ki her her ada per qurban,1
allah ap ka saya hamary saron par salamat rakhy ameen,1
ya wo hai jin ko dakh krr allah yad aty hn,1
allaha pak lambi umer ata fermay,1
allah salamat rakhy ameen,1
allah buzrgo ka saya ham par darazz farmaey ameen,1
allah pak is trah k ulma ko slamat rakhayameen,1
allah hazrat saqib raza ka saya humary saron pr salamat rakhy aameen,1
khuda in ko lambi zindagi day sehat dain,1
kamaal ki shakhsiyat hain allah ka bohat karam hai in par,1
allah lambi zindagi or sehat ata farmaye,1
allah pak ausy olma karam ko salamat rakhy,1
allah in ka saya hamary sir par salamt rakh,1
allah pak aap ko daraz umar aata kry sihat o afiyat wali,1
hazaro dilo ko rah e haq p lany waly,1
masha allahallah aap ko lambi umar de,1
allah hazrat ka saya ham par salamat rakhy,1
allah pak in ki zindagi me izafa kare,1
alame islam k bhetreen shaks he,1
allah pak aap ka saya hum par salamat rakhe,1
mustafa saww waloon k undaz niralay hota hn,1
mashaallah allah salamat rakhke,1
allah pak salamat rakhe,1
allah salamat rrakhy,1
ye hamra mardemujahid he,1
allah pak salamat rakhy,1
dilo jan in pr qurban,1
surat hi itni sohni h qurban jaon,1
in k ley lafz hat am ho jatyhn,1
allah pak inko apny hifzo ieman m rakhy ameen,1
allah pak inko hamesha salamat rakheyameeeeeeeeeeen,1
maa sha allah bht pyari mehfil the main b tha es mehfil me,1
allah paak is azeem hasti ko umar e khizar ataa farmayeaur deen ki tamam khidmat ka silaa ataa frmaye,1
allah pak hazrat ko lmbi sehat o tandrusti wali zndgi dy,1
mash allah allah paak peer shaib ko khizri hayaati dey or hameshaa khushhh rahey,1
allah abd rkhe amen,1
masha allah boht hi acha program huwa,1
mashaallah hamary city ki kismat hy jaha ilama shb tashreef laye,1
allah pak hmesha salamt rakhy ameen,1
allama muhammad raza saqib sab sa appeal ha ka taheek labaik ko support kara,1
kasy kasy log hain na iss dunia mainallah sab ko apni hifaz o aman main rakhyur hum sab ko neik hidayat naseeb farmaye aameen,1
allah mery peer u murshid ko sahet o tundrusti ata farmayee or ta deer in ka syaya or khidmat deen k liyee salamat rakhy ameen,1
jazak allah mashaallah subhan allah is tohfay ka shukria inshaallah hazri lazmi hu ge,1
meray dil ki dharrkan peerzada muhammad raza saqib mustafai sahb,1
ap kon ho kaha sey aayy ho ap ki kis tarha tareef ki jay mery pas alfaz nahi hai,1
allah kreem in norani charon ko sada salamat rhkay ameen or har bore nazar say mhfoz frmay ameen,1
mujhe fakhr haimein pakistani honmujhe fakhr haimeinpak nabi sawwki ummat me se honmujhe fakhr hai hamara leader r coasjenral raheel sharifmilamujhe fakhr hai hamenhafiz saeed jesa sacha muslim rehnuma milamujhe fakhr haihum ne chunnamuslim ki baqa k liyemuhtram rajab teyeb urdgan turkye mein hon pakistanmein honhur mujahid gdaarain brothers,1
kahan say paya hai ye andaaz ap nay hamain to apna ashiq bna lia,1
m qurban mery nabi,1
buhat zabardast clip mustafai sahab kay please aisay adhay minute ki tarhaan kay mazeed clip b banaiye mukhtalof andaz hay loog pasand karengy mazeed,1
ink jesa azeem insan many nhi dehka aj allah pak inki umar daraz farmye,1
ma sha allah be shak izzaten allah deta hy,1
jazakallah parwardgar salamat rakhe,1
subhan allah salamat rahain ap,1
masha allahallah salamat rakhy apne hifazat me rakhain,1
masha allah dil dil bag bag ho gaya,1
allah pak apko aur izzat se nawazy ameen,1
allah pak hamare sar pay ap ka saya hamesha qaim o daim rakhy,1
allaha all muslim ki muafi qabul kary or mari bhi,1
ya allah mujha maf kar da,1
wallahi ahlesunnah k haqiqi tarjuman hain mera dil bht kharab hota tha ahlesunnah k ulema ko dehktay lekin alhamdulilah jab se hazrat ny ahlesunnah k haqiqi tarjumani ki hy alhamdulilah mein bht khush hon alhamdulilah alhamdulilah allah hazrat ko lambi umer aata karain apni hifazat mein rakhay ameen,1
masha allah agar aisy insan dunya mn aor hon gy to hamen koi mushkil nahi ho gi zindagi mn,0
hum allama saqib raza mustafai or molana tariq jameel or azad jameel ko sunty hyn kuky ya kisi firqay ki bat nhe krty mohabbat daty hyn jab ya log bolty han banday ko hosh he nhe rahta kya bolty han bolty han to duniya kharid lyty han,1
aisa lagta hy alahazrat see direct faiz mil rha hy mashallah,1
allah allah kya noorani mehfil thi subhan allah masha allah allah qabool karey dil se peer saqib raza sahab k liye duaen mangi allah qabool karey ameen,1
live dekhi keya pur kaif manazar thy,1
masha allah subhanallah ya allah sab ki duwa kabul or mazur farma ameen,1
allah paak aur ziada izzat dain apko,1
mashah allah allah kreem qabool frmay,1
kia bat hai g apki,1
masha allah buht acha pogram hova ha,1
masha allah naseeb wala ha wo log jo is mafal ma sharkat kra ga,1
kabhi kabhi mere dil mein tera khyal ata hai crackers botter naeemtariq tk,1
aawaz bohat kam hy,0
kaash yeh hamare hukamrano ko bhi samajh aa jae aur adlia ko bhi allah hum sab per raham farmae aameen,1
bohat hi kharab editing ki hy,0
beshak ye baat saqib sb nay ki hy per editing say lag raha k kehnakuch chah rahay they aur editor nay kuch bana dia,0
aameen mere azeem rab,1
mera sath bhut bura hua h,0
ye kamal ka bnda ha bhot elam ha is k pass bhi subha nallah,1
idhr sy sekh lo jitna sekhna h deen k bary men ye buhat he bara aalime deen h,1
kon jaleel alqadar moaviaabu sufyan hindamy foot,0
boht payara biyan,1
mashallah peyara beyan hai,1
allah sab ko sharmi khya atta kary ameen,1
sab ko ramzan mubarak ho,1
mulana sahb apna number send kr dain plz aik masla hai sal se koi rasta nai ml raha,0
haq buland kia aapne,1
beshak subhan allah allah humko kehne sunne se zyada amal ki taufeeq ata kare aameen,1
masha allah bohat acha bayan allah apko lambi zindagi aur achi sehat ata kara ameen,1
beshak subhan allah allah humko amal ki taufeeq ata kare aameen,1
joh sona allah es par amal karna ki tuffiq ata farmiya amen,1
aap ki bayan se dil taza ho jata haiallah aap ko umar darazi farmayeaamin,1
mashallah very nice koi sahk nahi,1
ma sha allah boht khubsurt bt btai apny allah apko slamat rkhy aameen,1
allah pak ap ko lambi aur barkat wali zindgi atta farmay,1
allah pak ap ko lambi aur barkat wali zindgi atta farmay ameen summa ameen,1
assalamu alaikum dua mein yaad rakhiye ga,1
molna ph allah rahmat kry aur humy amal ki tofiqa dy ameen,1
mashalla allha pak slamat rakhy ameen ameen,1
bht zabrdst beyn krte hen,1
allah ap ko lambi zindgi atta farmye,1
allah aap ke ilm me izafa ata farmaye,1
subhanallah beshakki mohammed say wafa to hum teray hainya jahan chez hy kya loho kalam tery hain,1
subhanllah allah ap k ilm or izafa farmy aamen,1
subhan allah beshak muhammad mustfa allah ky peuary resol hin ya allah hmin maffrma sedky apni hebib key ameen,1
ya allah apnin hbeb ky sedky hemin maffrma ameen,1
mashallah apki baato se hazart mene bot kuch badla he apni zindagi mein,1
masha allah beshak sahe bat he,1
masha allah g allah pak khteeb sb ki zingdgi draz kry es dor main sea koi b khteeb ni jo etny peyary andaz main beyan krta ho or hwaly k sat,1
is se bhar kar or kia chahye k allah taala apna dedar atta kary,1
mai hoo faha mith jao gi phir khu tu meray peechay bhagay jeya mera nahi lagay teray bin,0
abay salo ya hoti ha sachi mohabbat,1
me ne apne life me esa drama nahi dekha i love raju and hina,1
bht bht bhat achaaaa,1
freeeha nazesh itna gusa sweety itna gusa nai karta itna acha drama tha yar,1
sub se best hayeen,1
thanksss ap na drama pasand kia sab fansssss na,1
feeling sad ka abi end ho gaya ha,0
intizar rahy gha raju rocket ka,1
lush awesmesong toh bhttt pyra tha serial ka,1
bhooot ahi zabardasat darma tha main daily dhkta tha i realy love it,1
dainsh ne tou midaan hee maar liya,1
acha laga but end main story boring hogaye thi,0
bht acha abi chlna chahia tha,1
bohot achcha plz comedy drama ziada dikhain,1
mjhy to bohy achaa laga or raju g aap boht achy ho apki acting b zabrdst thi,1
laali ka bara afsos ha,0
yaar end nae kerna chiyeah tha itni jldhi main to aik he dahkta tha,0
apun ko raju rocket bhut pyara lga aai,1
humein raju rocket bhot acha lagalekin ap itni jaldi raju rocket khatam nhi krna chaiye tha,0
yr atni jaldi end ni hona chaiya ta hogaya ab part jaldi laho plz,0
abay saloo ya hota ha scha piyer,1
ye to main zrur dekhunga or dekhta b hu qk raju ki actng mjhe bht aalaa lagti h or iski luv stry to kamal h,1
bohot tiet drmae hai yarbohot maza aya aur kia title song hai miss raju rocket drama,1
aunty ziadah achi lgi,1
waqai yr bht awsome drama tha,1
yar itni jaldi kiun khatam kardi,0
wae i love the play kal me bht sad thi end hny per,0
han yr itni jalde q khatam krdia plz phr sy lgao plz,0
han bhot acha drama tha,1
shukar hai ab iski jaga koe dhang ka drama start hoga p,0
isy dang ka koi ni hai ur na is dramy sy koi acha ho ga very nice drama and god loking raju plz phr sy lgao mera dil buht khafa hai jb iski akhri qist the us din mera dil buht nrz tha thnk u hum tv ap ny aisa tait drama lgaya ik dam fantstic k maza a gya,0
nahiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii taniya madam ya baat theek nahi,0
koi to rook loooo,0
o noboht sa drama mis ho gya talit he nai rhte,0
mooucha rona nai ache bache nai rote hmmm,0
yar bot tailing ho gaye ha dramey kia ab bus bore ho gaye hen end ker doo abbbbb all the fun part is gone and frustation only is in,0
khtm ker do toooooooooooooooo long ho gya hay,0
kamaal ki episode thie raju rocket,1
drama to ajeeb he kedia startng main acha tha,0
hina se to dosri lalee ache hai yar,0
oye salman khan laali khassi hai hina tou sexy piece hai raju ko chaye hai k hina ki hee gand maar dy,0
raju ko chahye hai k hina ko factory k toilet me pkar k phuddi maar de faida isi mai hai,0
cheeda tumhari kitni sisters hain kabhi unko bhi factory ke toilet me laao,0
main ny aj tk kabhe pakistani drama serial dekhe hi nhe hai aur muje is drama serial k kisi artist ka nam bhe nhe pata lekin bas achanak humtv par yeh drama serial dekha bhut acha laga ab main daily yeh drama serial dekh raha hn raju hina bhut acha kam kiya hai ap donoo ny hats off to u aur han madam kahan hai un ko wapas lyein drama serial mhum miss kar rahe hain unhein,1
nai kar aunty bachi hai,0
husband k liya khuch batay qaboo karny k liya,0
ashba mere bati ka name ha ap b rakh lo boot paraya name ha ok,1
noor fatima qirat fatima ya nakushe zahra ye ino naam boht khusurt hy,1
fatimah jesa koi name nai,1
noor ul huda matlb hadayat ki roshni,1
arshema mean asman ka chand,1
tabeeragar acha laga to zaroor reply karian,1
mera online business band karwaynge ye,0
randy orton ka beta hoga toh bolenge dekh randi ka larka aya hai,0
queen elizabeth got no chillwifi ka password and ghar kiraye pe de dete was too hilarious,1
no ur also a rajputtheatre nhi jalane,0
just look at these my godthe karai pe dedetey ha and batiyaan wala are the best,1
meghan kal se wifi password mang rae hainthe eff,0
hahahhaha hilarious after somedays queen be like aaja terey jin kadaan jerey tenu chain ni lein dendey,0
ye wifi ka password mang rahi hai data nahi hai faqeerni k pas,0
gol roti bnana seekh lena shadi se pehle,0
hahaha ye b thek he sb kha len ge but saas to saas hoti he na use kon smjaey ga,0
agar main margai tou prince charles zimmedaar hoga jo mujhay darwaazay k peechay se daraata hai,0
sarayyy posts prhna zaroor,1
paisa bohat hai sukoon nahi hai words i cant even say cus paisa nishtaaa,0
paisa nishtaaa parhai nishtaaa life nishtaaa,0
hahaha queen is on fireemegan ko password b nai de rhi,0
this is hilarious omg jeena ki yaad dila di is meghan fever ne tou lol,0
aik aur tha meghan chotay ghar say aayi hay tbhi palace main roz ghum hojati hay,0
no wtf meri janu zyada pyaari hay,0
meme py concentrate kar behenchod,0
faltu baaten karky waqt zaya na kia kar,0
bechari queen ky problems,0
hahahhaha jee jee aisa hi hai,1
why so searious loug tou pooray chutiye hutay hain aapki tou baatein hi kafe hain chutiyapay ke lye,0
is shadi nai beta ap shadi word sy obsessed hain sirf shadi ka nam sun k ap serious horhi hain kuch arsay sy i m noticing,0
to mai jab yahan aaya tha tha tb konsa sakht tha,0
rehnay do beta humsy na ho payega aur tum to mu bnd hi rkho bc bhara hua mobile tumhara phir b mar rha h sim wala mobile,0
last one paisa bohat ha bohoot bohoot sara,1
yr ye queen elizabeth pehly kahan the,1
pta he pagal mazak ni samajhte,0
tri future saas ny y sb kehna try bary m,0
jxi tri kaali zuban h tjhy hi aisi saas mily jo kisi k bary m kehta h usky khud k sath hota h,0
hai naaa or naey driver ko car crash ka pata nai tha,0
but that adha kiraye pe de was hilarious,1
jab bh bolna kachra hi ugalna,0
bus ek baar yeh saraay post parrh lo,0
saas us time born hoti hai jab apne shadi ki ho and ill never do that bruh,0
yessss wo baray ghar say aye hai,1
wahi naaa and queen loves her the most saray paisay queen kay hai,1
hahah kch hisaaa karayyee pa dy dety hain,1
hm b sir ko kahen ge yehi karwain hmy haha,1
tum ho merii new meme partner tum bhi padho,1
nahh baba saaas saas hi rahygii,0
acha lai to lanpar phr waha hm karan gay kia,0
assalamu alaikum hazrat sahib aap ko bahoot mubarak ho naya facebook page ki,1
